,0,1,2,3,4
76,2021-11-27 08:39:30,1464514206825279490,SevenMentor | AI | Data Science | Machine Learning Classes on #Google https://t.co/fdRLLiMmBR,False,0
77,2021-11-27 08:38:55,1464514057113772040,"https://t.co/ni0VrPUjqr
for example machine learning for texture compression
which basically what bcpack is all abo… https://t.co/eFiQa40QQu",False,5
78,2021-11-27 08:38:06,1464513853056643075,SevenMentor | AI | Data Science | Machine Learning Classes on #Google https://t.co/faoDwQDYrJ,False,0
79,2021-11-27 08:37:17,1464513648928477187,Akira’s Machine Learning News — Issue #36 https://t.co/LNhz48ppAu,False,0
80,2021-11-27 08:37:17,1464513646508265478,Akira’s Machine Learning News — Issue #35 https://t.co/6Ht6sfRu1j,False,0
81,2021-11-27 08:37:16,1464513644419596295,Create Stunning App with Machine Learning Model using Coda https://t.co/gZil2jzma2,False,0
82,2021-11-27 08:25:34,1464510699963510784,The bitter truth of the current state of Machine Learning Research. https://t.co/hwBQqcy2HC,False,0
83,2021-11-27 08:14:30,1464507913154666500,"To implement industry 4.0 in MSME's we need infrastructure, automation and machine learning. We need to priorities… https://t.co/c8GrIda0Y7",False,0
84,2021-11-27 08:08:35,1464506422549434373,"@amerix Bsc. Mathematical Science with IT
Good in Data analysis and Visualization
Good in Machine learning techniques
Open for opportunities",False,0
85,2021-11-27 07:52:34,1464502392431411204,@geekyranjit @Lenovo @AMD Seems this is not only best machine for Gamer but also for Data Science Enthusiast who wo… https://t.co/xMjekY6dj9,False,0
86,2021-11-27 07:44:29,1464500359213293569,Bayesian Machine Learning in Python #Learning #deeplearning via https://t.co/6qPcNWrkFh https://t.co/lKxG7jNmYO,False,1
87,2021-11-27 07:41:03,1464499496889556993,"Machine Learning Project on Sales Prediction or Sale Forecast

https://t.co/91tnPERpKA

#bigdata #apachespark… https://t.co/OEACqTm8xQ",False,8
88,2021-11-27 07:28:31,1464496340478709761,"""Every skill you have today was once unknown to you.

The human brain is a learning machine. Stick with it.""

-@JamesClear",False,0
89,2021-11-27 07:00:05,1464489184517922821,"📌Data drift is an everyday challenge in Data Science and Machine Learning. In this introductory overview, you'll le… https://t.co/fLeciKwMCD",False,0
90,2021-11-27 06:51:10,1464486941374570496,"https://t.co/Lly9Q7MUEv
#GeekyRanjitLegion5ProlLaptopGiveaway 
Amazing Powerful laptop!
Would love to win this give… https://t.co/QMnc1thLvw",False,0
91,2021-11-27 06:46:00,1464485642490974210,"@geekyranjit @Lenovo @AMD #GeekyRanjitLegion5ProlLaptopGiveaway 
Would love to have such a Powerful laptop that'll… https://t.co/8PfSVEcLHw",False,0
92,2021-11-27 06:34:52,1464482838636494850,"@geekyranjit @Lenovo @AMD URL: https://t.co/MHN6EgHe67

I am a Machine Learning Student and the laptop that I am us… https://t.co/CigwSwOpmE",False,0
93,2021-11-27 06:04:00,1464475071297331201,"For several AI-powered software projects, we have used our expertise on 🚀
▪️ Machine learning
▪️ Data science
▪️ Sc… https://t.co/KIr8ZrsX4N",False,4
94,2021-11-27 05:59:03,1464473826612240386,"""There is substantially more data available to us with more uses than we probably ever could have imagined. That’s… https://t.co/N74jsR4Zgf",False,0
95,2021-11-27 05:52:05,1464472074622099459,@Speicherx I’m in nansen alpha. I run a hedge fund based on machine learning. I’m looking to join a local 🇸🇬 group… https://t.co/czHpfdBrEg,False,0
96,2021-11-27 05:46:00,1464470541126053895,Transformers are leading the Machine Learning industry in terms of accuracy. Here's architecture of transformers! 🤓… https://t.co/1UHdhhlYbn,False,26
97,2021-11-27 05:45:01,1464470296304439298,"Masters in AI-Machine Learning as Reapplicant for Chemical Engineering Graduate in Mid-30s

https://t.co/uI01Eh61zl",False,0
98,2021-11-27 05:30:00,1464466515709898756,"The field of deep learning has gained a lot of attraction in the last few years. 

Read More:… https://t.co/fA6BIXTChx",False,0
99,2021-11-27 05:21:13,1464464306850861056,"I am planning to take machine learning course at Kaggle, but I believe it is nice to have some Python recap. 

The… https://t.co/gPioVqKQRl",False,0
100,2021-11-27 05:15:44,1464462923535986688,Top 10 Machine Learning Research Papers of 2021 #DeepLearning #learning #machinelearning via https://t.co/cBj7YRwrst https://t.co/XGOGQ3RbK9,False,0
101,2021-11-27 04:25:02,1464450165901770753,Dual Masters in Sustainable Energy with Thesis in Electricity Demand and Machine Learning | Q&amp;A with InnoEnergy Mas… https://t.co/UEc86m5FHO,False,0
102,2021-11-27 04:20:20,1464448982487212036,@In_Sane_Saint It's also called Machine Learning 😆,False,0
103,2021-11-27 04:10:05,1464446404034768900,"#JaguzaLivestockApp is an online and offline livestock management system that uses Internet of things, machine lear… https://t.co/muOXjEEA06",False,40
104,2021-11-27 04:04:29,1464444995889364995,Is there any Machine Learning Course in Udemy that suit for beginner without CS degree who wants to learn from scra… https://t.co/dzQvjCRlyK,False,0
105,2021-11-27 03:55:51,1464442820413079557,Computers have become ubiquitous in the investment process whether it is through algorithmic/machine-learning or ar… https://t.co/KUpCdbZWtz,False,0
106,2021-11-27 03:31:28,1464436687044554756,"ApplyingML – Papers, Guides, and Interviews with Machine Learning Practitioners https://t.co/HUzQrhiHfs",False,0
107,2021-11-27 03:30:20,1464436401974489091,Your love for programming is another opportunity just waiting to be decoded. Enroll for the Certificate Programme i… https://t.co/uyi3ObXKa1,False,1
108,2021-11-27 02:51:03,1464426513613438987,"Machine Learning Project – Build Movies Recommendation Engine using Apache Spark

https://t.co/0OBhVWV92I… https://t.co/uu425PiYc8",False,3
109,2021-11-27 02:30:00,1464421217797132294,"📢 Introducing our third speaker for our Devfest 2021 Edmund Salcedo Jr., join him on his talk about Synthetic Datas… https://t.co/cgcmKphxDS",False,0
110,2021-11-27 02:28:22,1464420807002583051,"Understanding Machine Learning &amp; Deep Learning

https://t.co/jbVLYvmUwu https://t.co/zRiKLfq7BQ",False,1
111,2021-11-27 01:39:53,1464408606103662601,"Klevu helps over 3,000 brands use data and machine learning to improve product search. Image: 

https://t.co/zSsXMwku3h via @morningbrew",False,0
112,2021-11-27 01:29:02,1464405875955699713,"Great news! Ericsson and Indosat Oreedoo just won the ""Managed Services Innovation of the Year” GLOTEL award for le… https://t.co/OigJWUy34h",False,2
113,2021-11-26 23:38:20,1464378015950024704,@ahmedelbaz744 Machine learning,False,0
114,2021-11-26 23:30:30,1464376043112857604,"Linear Regression using Normal Equation
https://t.co/klrDTqF4Kf
Overview  Linear Regression is the first algorithm… https://t.co/sTpHJl833M",False,0
115,2021-11-26 21:35:09,1464347016620769284,"@RoopsSaxena @Twitter Machine Learning isn't yet perfect. Write to Twitter tagging @dotMudge @jack 
About a year ag… https://t.co/kePVq0ZVlE",False,1
116,2021-11-26 21:09:46,1464340627030626304,@atahasnain53 26/11 may never happen again. Machine Learning using AI has reduced possibilities. I've close blood r… https://t.co/htPrkn01lY,False,0
117,2021-11-26 19:35:17,1464316848543973379,# Algo Professor to find Best Machine Learning Algorithm Using Auto ML https://t.co/XT2y8aFxwr,False,0
118,2021-11-26 19:34:55,1464316757951201284,# Algo Professor to find Best Machine Learning Algorithm Using Auto ML https://t.co/BJhG9VYgdP,False,0
119,2021-11-26 19:28:14,1464315076232433672,"Machine Learning

Leverage data-rich services to solve complex business challenges with machine learning… https://t.co/H1bZXxx9lL",False,0
120,2021-11-26 18:35:05,1464301699598749704,Machine Learning: Explain It or Bust https://t.co/hTodsDSy2f @Cfasocietyindia https://t.co/vRnSOTNWSI,False,0
121,2021-11-26 18:27:35,1464299812640083971,"Top 7 Machine Learning Courses to Enroll in 2022 Without Fail 
https://t.co/SMb7eIl8GY
#machinelearning… https://t.co/uVKG8FuvLB",False,0
122,2021-11-26 18:21:28,1464298275498971142,"Dr. Harsha S, Professor &amp; HoD of AI &amp; machine learning. His interaction with the students was stupedous, he accentu… https://t.co/KYUuY3W8JP",False,0
123,2021-11-26 18:14:13,1464296447621287937,"We, CSBS department is organizing a Hands-on Training on Machine Learning using Python on tomorrow 27.11.2021 https://t.co/tixPQzAQ6p",False,0
124,2021-11-26 18:00:10,1464292911789457409,"Thank you for the Valuable time. 
I'm Hemachandiran. 
🌀 23 years old, QA from India. 
🌀 Aspiring for Full Stack Dev… https://t.co/AkkAgbuXIi",False,2
125,2021-11-26 17:56:48,1464292067924840449,Twitter algo placed this 👇 tweet under Machine Learning! 🤦🏼‍♂️ https://t.co/8IBDE86v0f,False,0
126,2021-11-26 17:40:54,1464288064226869249,"RT @YuanCommunity: Combining machine learning and quantum computing improves both accuracy and speed, the two succe… https://t.co/y6AyrtopeO",False,0
127,2021-11-26 17:33:15,1464286141285208065,"This week I have officially started as a Machine learning Architect.After 5 years of struggling ,learning,teaching… https://t.co/XqgAfRSq2Z",False,0
128,2021-11-26 17:07:59,1464279779163656198,Inference machine learning models in the browser with JavaScript and ONNX Runtime Web – React Developer https://t.co/sgXwSWemNU,False,1
129,2021-11-26 17:02:31,1464278403905818625,"Why would you need it when there is already Azure ML Service?

In general, if your dataset is small you use Azure M… https://t.co/rxFHeYtOfj",False,0
130,2021-11-26 17:02:30,1464278400873369606,"DP 100: One of the sections in the certification track is about Azure Databricks, an Apache Spark-based analytics p… https://t.co/931oeIKvB0",False,0
131,2021-11-26 16:39:03,1464272497948381187,"Customer Segmentation using Machine Learning in Apache Spark

https://t.co/cohCWalWqg

#machinelearning… https://t.co/V5CgqSnnJQ",False,4
132,2021-11-26 16:36:25,1464271836909223939,"@svpino posting Dope 🔥 content as usual.

Can't wait to find more people who post machine learning related content… https://t.co/toLKUQaIuI",False,1
133,2021-11-26 15:45:00,1464258897087111175,"Top JavaScript Based Machine Learning Frameworks 🚀

👉 Brain.js
👉 TensorFlow.js
👉 Keras.js
👉 Neuro.js
👉 ML5.js
👉 WebDNN
👉 DeepForge",False,1
134,2021-11-26 15:30:15,1464255186545819664,This Eduonix video “Deep Learning Models” as a part of our upcoming Live Machine Learning Program will provide you… https://t.co/V28MU9M38C,False,2
135,2021-11-26 14:31:21,1464240364924157953,Estimating the marginal carbon intensity of electricity with machine learning https://t.co/dErj5oHhM4,False,0
136,2021-11-26 14:31:03,1464240289061638144,"How To Improve Software Product Development With Machine Learning
https://t.co/lrqLjrs60d
A guide on how to Improve… https://t.co/YEowEXZnIz",False,0
137,2021-11-26 14:16:15,1464236563336863746,"While everyone is out there giving out roadmaps and stuff, we decided to go ""OneStep"" further and built something t… https://t.co/vuVLvBWodZ",False,1
138,2021-11-26 12:44:49,1464213552953180161,Why Zerodha Thinks 'Powered by AI' Is Superfluous Marketing #DigitalTransformation #digital #marketing via… https://t.co/VJe6szS9Ap,False,0
139,2021-11-26 12:26:49,1464209025361346562,"Don't submit then quit. Apply for jobs like ""Machine Learning Engineer - Remote Option"" at Sitecore, then look for… https://t.co/jX3bKzyylU",False,0
140,2021-11-26 12:21:01,1464207561662640132,🔔 Twitter's most shared #healthTech content is tracked in FREE realtime reports and weekly digests by… https://t.co/ftSrMGQA5q,False,1
141,2021-11-26 12:18:19,1464206885020573701,@thesakshishukla Learn Blockchain Technology and Machine Learning,False,0
142,2021-11-26 12:11:04,1464205059789508612,"The arrival of artificial intelligence and machine learning has added more value to people analytics, creating a pi… https://t.co/Cupqa3JblB",False,2
143,2021-11-26 12:10:35,1464204940046340106,"Halo, Sahabat Budaya!👋

Algoritma Data Science Scholarship merupakan beasiswa  Kursus Online - Program Lifetime Lea… https://t.co/TLH8fD82Ga",False,0
144,2021-11-26 11:30:01,1464194729160036354,"""𝑩𝒆𝒄𝒐𝒎𝒆 𝑫𝒆𝒗𝑶𝒑𝒔 𝑬𝒙𝒑𝒆𝒓𝒕 𝒏𝒐𝒘 𝒘𝒊𝒕𝒉 𝑻𝒆𝒌𝒔𝒂𝒏𝒅𝒔""
🤩 𝐄𝐧𝐫𝐨𝐥𝐥 𝐍𝐨𝐰: https://t.co/I7tccZGkI4
➖➖➖➖➖➖➖➖➖➖➖➖➖➖⁣
#Teksands… https://t.co/hQd0kUyWD5",False,0
145,2021-11-26 11:25:38,1464193626133565442,"Founders, especially Indonesian startup founders, if you want to build a startup and you're looking for a startup i… https://t.co/Mn6VEsKqmu",False,78
146,2021-11-26 11:18:00,1464191704907464711,@PrakashShah09 @vikramsampath Indian Judiciary will be the best use case for Machine Learning and Data Analytics,False,0
147,2021-11-26 11:07:17,1464189008842420225,IBM unveils world-first machine learning training method for GDPR-compliance - https://t.co/k8pGh6FzHQ… https://t.co/gU31T6Le5n,False,0
148,2021-11-26 11:07:01,1464188942698225669,Machine Learning Engineer - Financial Data Science Platform https://t.co/eB6NohGAGE #DataScientist… https://t.co/PpeeB7UBG8,False,0
149,2021-11-26 10:31:47,1464180073565593604,"Debugging the Entire Morning + Afternoon, and after a lot of struggle, tabs opened, music listened. 
I couldn't sol… https://t.co/CfuO2Err3n",False,0
150,2021-11-26 10:31:01,1464179879872802819,Overfitting and Underfitting in Machine Learning https://t.co/Eg2Ia5PB2E,False,0
151,2021-11-26 10:22:32,1464177746800689153,"Deep learning (DL), a part of machine learning (ML), uses modern artificial neural networks.

Vishnu Makkapati,Asso… https://t.co/7JB2iqT6UV",False,0
152,2021-11-26 10:15:39,1464176014691471363,Hey I want you to find a LinkedIn profile of more active volunteer at this organization  https://t.co/O0yjRW7wRe… https://t.co/O47cTZlzRg,False,0
153,2021-11-26 10:09:14,1464174401360826368,What is R in SQL Server aka Machine Learning in SQL Server 2017 https://t.co/63WazuCJ0X #howitworks,False,0
154,2021-11-26 09:27:50,1464163981728362499,"5 ""Best"" #MachineLearning &amp; #AI #Books of All Time (2021) 

#ArtificialIntelligence #Algorithm #ML #DeepLearning… https://t.co/ugtiw1IXp0",False,0
155,2021-11-26 09:26:46,1464163711044632581,"Dr. KamalKant Hiran, co-author of ""Machine Learning"", with his copy of the book.

✳️Buy Now✳️… https://t.co/7GNTwH4bt9",False,2
156,2021-11-26 09:19:22,1464161849843372038,"I finished season 3 of @PowrCorrupts by @brianklaas yesterday. I highly recommend it, it's starts with off-shore ta… https://t.co/l1cYE7p0xF",False,13
157,2021-11-26 09:10:11,1464159536986558466,"'Powered by #AI' Is Superfluous Marketing, Pure Hogwash: Zerodha
https://t.co/inOkg4ugTb",False,1
158,2021-11-26 08:57:35,1464156367267057665,"""Using artificial intelligence, machine learning, and Internet of Things (IoT), Lycan will soon let its riders comm… https://t.co/tgyhM3hTD2",False,0
159,2021-11-26 08:42:45,1464152633556418565,Your certificate for attending the ML workshop awaits you. Join us for a hands-on session on ‘Detect Malicious User… https://t.co/wnCZTQF6bh,False,0
160,2021-11-26 08:41:09,1464152230702071808,"Machine Learning – Training, Validation &amp; Test Data Set https://t.co/kJ7NBLHKcN #machinelearning #datascience",False,0
